HR_clean,RA_deg,DEC_deg,Vmag
4856,26.94352899,-80.17630653,6.0484198522567745
4857,103.39143093,-28.53979268,6.048439965248108
4858,187.49119456,-41.73590219,6.049070115089417
4859,304.93026771,-1.07850787,6.049250025749206
4860,115.68145316,34.0002187,6.049629859924316
4861,123.54597517,-32.1407133,6.049929924011231
4862,303.13216364,51.4635635,6.049959936141968
4863,187.8392369,7.60431071,6.051110143661499
4864,71.48104575,-39.35661057,6.051500034332276
4865,85.7569826,56.58151859,6.0516499280929565
4866,200.71912053,-72.1467036,6.051690158843994
4867,4.57185924,11.20621624,6.052099771499634
4868,208.56933306,-28.56959739,6.052119908332824
4869,333.10732712,-14.1939566,6.05235978603363
4870,59.67876019,-57.10235854,6.052429785728455
4871,135.45349115,27.90259097,6.052510242462159
4872,32.72011032,39.03954524,6.052579913139343
4873,51.04221118,12.62959534,6.052739825248718
4874,30.73761131,77.91626381,6.05291006565094
4875,245.94643177,61.69651174,6.052919878959655
4876,290.41796347,79.60282626,6.053349866867065
4877,66.58792834,8.59026827,6.053359990119934
4878,43.13386907,-12.76971368,6.053469963073731
4879,254.71775433,-37.62051475,6.053550033569336
4880,184.27628974,-65.69295905,6.053570237159729
4881,199.8290876,-72.03559873,6.053909969329834
4882,10.40018698,24.62902258,6.05391975402832
4883,173.3117703,-16.28036907,6.05403998374939
4884,243.72262642,-25.47697844,6.05421019077301
4885,190.70733735,-55.94699435,6.054340047836304
4886,268.78346435,-36.4756473,6.054429874420166
4887,147.16665645,-56.41189353,6.054439940452576
4888,312.99484214,-33.17797354,6.054660158157349
4889,314.29407583,0.46378089,6.054689860343933
4890,123.24887949,16.51431122,6.054720044136047
4891,141.06785552,-39.42549694,6.055109791755676
4892,73.71350344,44.06086331,6.055240068435669
4893,237.21007342,-52.43825629,6.055609850883484
4894,162.47385935,27.97394562,6.055640025138855
4895,160.54694903,31.69699767,6.055889887809753
4896,279.05531453,65.48871913,6.056010122299194
4897,246.70864393,2.34794728,6.056149945259095
4898,40.45135906,-3.21380838,6.056200008392334
4899,195.1497762,-3.368496,6.056390118598938
4900,46.33753232,40.58218123,6.056430191993713
4901,276.95966878,3.74857209,6.056669921875
4902,199.18712798,-65.13826122,6.056690039634705
4903,343.66450418,-70.07371025,6.056850175857544
4904,107.96410176,5.65470106,6.056889820098877
4905,83.05892116,17.05812505,6.056889820098877
4906,124.9577602,3.94803425,6.057019972801209
4907,317.63048331,10.04891734,6.057219843864441
4908,153.45710855,27.13582344,6.057490229606628
4909,298.39761906,59.70865997,6.057849841117859
4910,315.21568942,-17.53089854,6.057999839782715
4911,9.02856868,-22.84234377,6.058279957771301
4912,135.38077774,5.64098724,6.058349757194519
4913,91.59352004,29.51242216,6.058349976539612
4914,51.10882003,20.80348805,6.058430271148682
4915,253.54193083,-41.82503399,6.058469758033753
4916,74.74754641,14.5432379,6.058590221405029
4917,99.25785133,-38.14651112,6.058660163879394
4918,8.88890141,-54.82187278,6.058690114021301
4919,221.80687804,-21.32487225,6.058709950447082
4920,75.58255909,74.2693664,6.058790283203125
4921,249.5064734,-6.53801436,6.059069805145263
4922,159.85115005,-55.60712372,6.059090008735657
4923,7.05293084,16.4450679,6.059359984397888
4924,149.42748758,-48.41407741,6.059410018920898
4925,219.79520332,-46.58447614,6.060220222473145
4926,255.99184369,13.56742376,6.060300002098083
4927,131.45531861,-25.38808458,6.060470089912415
4928,165.16992697,-31.83936433,6.060519986152649
4929,221.29877987,-1.41752626,6.060829792022705
4930,206.8058523,-9.70944893,6.061000242233276
4931,98.09697549,11.67351922,6.0611397695541385
4932,273.87818674,-18.66157815,6.061340160369873
4933,56.02678231,48.52366103,6.061529912948608
4934,88.16705483,33.91746758,6.061790022850037
4935,231.02132207,45.27103511,6.06193998336792
4936,51.48908431,49.12075476,6.062099871635437
4937,250.21391888,12.39503999,6.062509808540344
4938,17.54767198,15.67390607,6.062799820899963
4939,119.89605923,13.24216669,6.063269767761231
4940,68.34203384,-10.78532984,6.0633298110961915
4941,13.367595,37.41821183,6.063589944839477
4942,282.84232311,-3.31785601,6.064100012779236
4943,72.56741868,-41.32084786,6.064169969558716
4944,240.6642598,-29.13580269,6.064699835777283
4945,293.42336327,49.26231623,6.065039958953857
4946,122.81916312,9.82123078,6.065159907341004
4947,352.66483535,38.66225496,6.065330066680908
4948,94.7032972,-15.02496076,6.0654399824142455
4949,94.26499341,-22.71523245,6.065649790763855
4950,196.58849944,21.15340517,6.065740160942077
4951,255.92368444,-47.16056801,6.06607985496521
4952,92.80690156,-26.48209835,6.066160144805909
4953,48.73580138,42.5036318,6.066160273551941
4954,320.67523667,30.30988811,6.066239833831787
4955,223.67742108,-65.99109205,6.066290001869202
4956,126.27035651,35.01140796,6.066730160713195
4957,247.43841467,-57.75632385,6.066779913902283
4958,28.94367469,-60.86097503,6.0668799018859865
4959,217.40419167,-76.72907885,6.066909837722778
4960,264.98965469,31.20247024,6.06707998752594
4961,181.59586848,-65.70943569,6.067270112037659
4962,167.41578358,67.21021201,6.067400245666504
4963,57.47946963,22.24415156,6.0679799699783326
4964,1.65326875,29.02150212,6.0680499792099
4965,261.57920517,7.59564981,6.068650093078613
4966,64.65621821,-22.96972006,6.068669986724854
4967,250.40074493,-24.46796295,6.068670153617859
4968,182.64090232,-37.87034831,6.069369797706604
4969,224.12860839,-32.6367932,6.069450149536133
4970,358.81910908,-31.9214633,6.069999861717224
4971,342.18440719,62.93841752,6.070010046958924
4972,228.32995104,-19.64756223,6.07004017829895
4973,321.6110948,19.37564083,6.070139918327332
4974,80.32024851,-34.34505594,6.0709900426864625
4975,99.35017388,6.13538304,6.071000099182129
4976,62.06412206,37.72749294,6.0710900783538815
4977,212.62875447,-70.30546652,6.071100144386292
4978,307.19474303,-35.59586811,6.071269769668579
4979,253.75900624,25.73068105,6.071329798698425
4980,212.75782947,-69.71931475,6.071360259056092
4981,309.79437004,21.81744303,6.071499886512757
4982,251.29914368,43.21717252,6.07164981842041
4983,187.51775202,58.76777421,6.071770205497741
4984,81.90208533,-21.37571079,6.071819815635681
4985,64.56698381,-20.71526029,6.071819992065429
4986,15.95428301,1.36684575,6.072070126533508
4987,221.80245041,-52.20526273,6.07207989692688
4988,33.62122754,66.52442824,6.072090239524841
4989,202.81569295,42.10615522,6.072159795761109
4990,20.94500532,78.72605952,6.072429933547974
4991,90.8532025,11.68106883,6.072430167198181
4992,136.64179268,-55.8024105,6.0728699541091915
4993,13.99378566,27.20938327,6.0735898780822755
4994,53.6109486,24.46449991,6.073660044670105
4995,340.67950712,-44.24803405,6.073750190734863
4996,59.25715542,6.03996661,6.0737998580932615
4997,295.78999602,30.67789482,6.073909888267517
4998,292.75112932,70.98933832,6.073910260200501
4999,228.28192592,-36.09142596,6.073919968605042
5000,56.11751513,20.92873573,6.073940148353577
5001,264.53517077,-42.88027294,6.0739497518539425
5002,269.42368698,-76.17794843,6.073949980735779
5003,157.61077236,64.25768844,6.073990068435669
5004,93.43891894,51.17246535,6.074219861030579
5005,68.55914774,-6.83780807,6.074519910812378
5006,6.12353667,-2.219065,6.074760007858276
5007,356.1060843,-70.49022738,6.074770154953003
5008,240.94038278,4.98683336,6.074830198287964
5009,61.92493649,15.16279639,6.075279989242554
5010,282.9021557,36.53909692,6.075359992980957
5011,267.79602292,-53.13026925,6.075370216369629
5012,93.8589589,-9.03575281,6.075469813346863
5013,12.81826383,61.80548973,6.075679864883423
5014,272.76835302,-47.51311648,6.075920095443726
5015,155.75186287,6.54264518,6.07593017578125
5016,117.25765188,13.37186944,6.076669969558716
5017,325.39272777,40.80522001,6.076790204048157
5018,292.54389834,2.90407362,6.076979722976684
5019,318.36010669,36.63326897,6.077210054397583
5020,324.8671091,-10.57688719,6.077459840774536
5021,163.75419915,-42.25109514,6.077850031852722
5022,210.13670269,-78.58998084,6.078009982109069
5023,343.9647157,-31.63323592,6.078129820823669
5024,289.75040523,-15.53656954,6.078430104255676
5025,106.19604777,-22.03168768,6.079419975280762
5026,263.83293513,-53.35292959,6.07974977016449
5027,250.25242511,24.85870458,6.079810042381286
5028,305.19396104,-14.78488626,6.079880146980286
5029,182.77127522,-61.27742298,6.080209937095642
5030,106.77696307,4.9105831,6.0802398109436036
5031,292.63801136,3.44440838,6.080349984169007
5032,56.88395322,55.92195885,6.080439977645874
5033,80.59228181,-56.13440216,6.080460014343262
5034,332.07182489,25.54352358,6.0804702138900755
5035,255.97323864,34.79022075,6.08056981086731
5036,278.80626868,34.45802591,6.080800204277039
5037,147.9980566,-16.53477925,6.0808201599121094
5038,32.19025101,-17.77915617,6.08088981628418
5039,251.79063746,2.06452543,6.080949864387512
5040,132.02032793,-6.55883813,6.081309757232666
5041,154.03749401,-11.20342119,6.081539940834046
5042,153.25478145,-59.91808409,6.081549935340881
5043,39.17930536,31.60766637,6.081559977531433
5044,210.86445203,-41.42334488,6.081720008850097
5045,242.86974454,16.66569409,6.081750102043152
5046,29.85785667,12.2948696,6.081930274963379
5047,196.85126595,-59.86046878,6.082310218811035
5048,120.62837382,63.090309,6.082420015335083
5049,94.07935586,23.97002863,6.082580108642578
5050,301.38652843,-67.32089552,6.082999882698059
5051,357.13533352,-6.38042365,6.08303973197937
5052,286.98883989,16.85338564,6.083069882392883
5053,305.65544719,31.26496648,6.083129935264587
5054,108.01703596,-30.82136061,6.083640069961548
5055,63.75747985,57.46036288,6.083669786453247
5056,279.5269839,39.66832509,6.083739895820617
5057,221.29565624,-55.60164256,6.083840160369873
5058,169.32934194,-67.82351302,6.083989815711975
5059,147.45872979,21.17942359,6.084070210456848
5060,84.33046224,8.95187351,6.084469804763794
5061,2.33758712,-27.98797299,6.084599924087525
5062,108.40187269,-27.35636269,6.08521978855133
5063,29.92136049,-66.06655666,6.085359973907471
5064,174.63963224,46.83420344,6.085370254516602
5065,213.7552192,-29.28190492,6.085590171813965
5066,243.96456586,-14.84911876,6.086089792251587
5067,119.2409617,-42.40647649,6.086119804382324
5068,327.12232146,38.64857724,6.086289982795716
5069,317.95089205,59.98654761,6.086690006256103
5070,239.97559841,-54.02091179,6.087079973220825
5071,257.05686861,-1.07946577,6.0871697568893435
5072,99.77208884,22.03088227,6.087190089225769
5073,286.24287087,30.73339302,6.087240085601807
5074,68.35376731,43.06388931,6.08737998008728
5075,88.67132606,-49.6270083,6.087570013999939
5076,247.84521717,-26.53763698,6.087610149383545
5077,294.93717322,33.9789283,6.08819007396698
5078,84.21840411,40.18238094,6.088229923248291
5079,90.82483608,42.91154129,6.088409910202026
5080,175.97017148,-62.87828312,6.088609781265259
5081,297.01260849,-13.70361421,6.088840208053589
5082,333.21985046,73.30719335,6.088869833946228
5083,130.80091492,-79.07008422,6.088959984779358
5084,186.3267106,-27.74900145,6.0894802474975585
5085,268.84856276,55.97139612,6.089679808616638
5086,84.28655429,-11.77551528,6.089970202445984
5087,115.20638713,57.08286412,6.090040221214294
5088,322.7901193,12.13747535,6.09004997253418
5089,4.67570592,43.7911498,6.090200219154358
5090,290.63896598,33.51815949,6.090480241775513
5091,202.28292827,-64.67579171,6.090500082969665
5092,259.17811993,-6.24497635,6.090529851913452
5093,81.2315713,-44.22568581,6.09082001209259
5094,284.58866444,-31.03597028,6.090939888954162
5095,238.30040632,13.19662427,6.0909501695632935
5096,321.56433099,-54.6604581,6.090980019569397
5097,306.44969361,-40.79618207,6.091039838790894
5098,183.19590969,-70.15178596,6.091690173149109
5099,106.50943652,-38.38285601,6.092160177230835
5100,48.10730658,-44.4197213,6.0922199773788455
5101,159.81623123,-74.49338276,6.0922200393676755
5102,356.00551157,-45.08312322,6.092299757003784
5103,308.9655055,-69.61058907,6.092300000190735
5104,71.05425171,40.7864476,6.092400197982788
5105,267.15859538,-55.40174551,6.092639894485473
5106,242.0206496,17.0543879,6.092689824104309
5107,28.34655323,-38.59462943,6.092860250473023
5108,14.41519053,45.83937811,6.093270254135132
5109,268.61301386,-34.46672129,6.0933200454711915
5110,295.40526744,-65.85440816,6.093710007667542
5111,47.82823493,-3.81159786,6.093809747695923
5112,166.39163556,-11.08890552,6.093909802436829
5113,63.13064898,17.27746105,6.0940398550033565
5114,267.93566207,-45.60070005,6.094369735717773
5115,303.61211415,-63.41578623,6.094380159378051
5116,16.40367738,-9.97932523,6.094710235595703
5117,121.17257849,-19.72815252,6.09475001335144
5118,241.07424908,-33.21372112,6.09486982345581
5119,86.86205004,-10.53295959,6.09487024307251
5120,191.80684257,11.95808516,6.095050230026245
5121,140.99723134,-51.73708349,6.095229983329773
5122,259.09001717,-35.75029944,6.095279760360718
5123,333.89598546,-44.45149751,6.0953297996521
5124,325.66170997,49.60025514,6.095589866638184
5125,65.10461882,18.74262727,6.0959198808670045
5126,76.55056867,59.02134201,6.0962802600860595
5127,224.71993206,-4.98925258,6.0965700578689574
5128,118.94407756,-43.84497621,6.096719875335693
5129,4.42941309,51.4330892,6.097119755744934
5130,86.25750007,4.00814564,6.097320208549499
5131,74.94303669,53.15545296,6.0974101638793945
5132,74.08369516,36.16853424,6.097420115470886
5133,106.71865165,-24.96057476,6.097450194358825
5134,245.13590443,-39.43034572,6.097480082511902
5135,321.32518444,-71.79905696,6.0976502180099486
5136,280.23503945,62.74946758,6.097680234909058
5137,262.59909123,-1.06282207,6.097749905586243
5138,146.82525818,79.13667283,6.097919902801514
5139,325.68903168,59.27084419,6.098010025024414
5140,208.07669342,12.16513386,6.098500189781189
5141,56.17045373,46.09981383,6.098999910354614
5142,160.83717008,4.74766084,6.0992702293395995
5143,117.52362145,-19.52354297,6.099550166130066
5144,166.26712521,-49.3922977,6.09998999118805
5145,232.11337646,-51.59793557,6.100679807662964
5146,286.71715958,-16.22926693,6.100770192146301
5147,255.56561402,64.60073451,6.100840134620666
5148,120.1206666,-48.87176522,6.100910005569458
5149,80.90710752,16.69929955,6.101049752235412
5150,72.43367253,15.90422367,6.101069951057434
5151,73.72838989,-39.62860759,6.101180191040039
5152,101.23185479,-70.43375851,6.101269874572754
5153,157.00873028,-49.40579986,6.101450047492981
5154,40.53518058,-46.52444568,6.101559815406799
5155,150.83576172,-46.63619334,6.101589922904968
5156,29.24993196,-51.76624164,6.10227972984314
5157,217.69195862,63.18578718,6.102500143051148
5158,84.06649734,47.71528946,6.1031000471115116
5159,329.68246713,-21.18294268,6.10329996585846
5160,18.43856951,7.57826337,6.10335973739624
5161,113.55343889,-33.46343184,6.1034798908233645
5162,25.4368197,-11.32468351,6.1035597610473635
5163,186.28549226,-42.51431329,6.103570170402527
5164,125.07092002,-5.32994074,6.1038201665878296
5165,109.75800222,-19.28030201,6.103929834365845
5166,193.29649037,-3.55310017,6.1041199445724486
5167,138.10851598,-7.10983217,6.104139838218689
5168,315.77016157,38.65741282,6.104150114059448
5169,285.7192536,19.66100719,6.1041801404953
5170,132.45884895,-72.55124285,6.104370164871216
5171,314.99872077,-36.12964265,6.104549775123596
5172,168.12653959,-18.49984623,6.104550008773804
5173,224.86330629,-43.15983623,6.104590134620667
5174,55.19295969,25.32949086,6.104729828834533
5175,296.46397726,35.01275158,6.104869937896728
5176,221.23115225,-58.47748815,6.105169868469238
5177,45.04956439,38.13174323,6.105219912528992
5178,171.09189086,-42.66910143,6.105549793243409
5179,324.20333778,-33.04790056,6.10575984954834
5180,69.94675386,-1.05246099,6.10598997592926
5181,84.01186371,-47.31374463,6.106330099105835
5182,215.66132067,-48.31985573,6.106670017242432
5183,236.09450144,-41.81913448,6.106680240631103
5184,298.84193594,58.25018844,6.1067097997665405
5185,128.1740125,-73.35678869,6.106719923019409
5186,202.60718646,-6.47026824,6.1068599939346315
5187,149.29558218,-52.63878274,6.106969780921936
5188,120.34601812,-54.51553062,6.107130250930786
5189,158.74041442,-23.17624728,6.10718985080719
5190,306.42718851,-2.80037817,6.10737024307251
5191,15.50758257,-57.00238738,6.107510080337525
5192,102.50423281,-60.24914238,6.107530040740967
5193,332.75992184,-21.2327923,6.107570214271545
5194,103.25588258,38.86915594,6.107820057868958
5195,126.45781831,17.04626699,6.107960181236267
5196,283.15435906,-29.37967676,6.108179850578308
5197,263.99820102,20.99624196,6.108179931640625
5198,343.74785528,1.06490185,6.108279838562011
5199,337.2885017,58.40410561,6.108329825401306
5200,11.80677833,19.57870334,6.108619818687439
5201,215.83441256,-50.77225667,6.108710041046143
5202,77.51359018,-0.5653267,6.108899908065796
5203,246.5474351,11.4074937,6.109140148162842
5204,204.690485,-70.44482972,6.109190001487732
5205,155.55391382,-19.86657607,6.10930992603302
5206,116.39798115,-56.72257625,6.109539976119995
5207,131.22978545,-21.16782721,6.109560222625732
5208,46.85697427,17.87999078,6.10961006641388
5209,319.25855331,53.99769234,6.109689769744873
5210,350.20905702,-50.30657809,6.110059943199158
5211,158.79338455,-43.66458533,6.110139932632446
5212,23.41320179,-78.50482124,6.110199975967407
5213,1.22399692,34.6597839,6.110529923439026
5214,76.16521018,74.06696535,6.110569920539856
5215,66.77488863,-46.94750256,6.110619773864746
5216,320.13936436,60.75640339,6.111060090065003
5217,65.38048801,-25.72852981,6.111069993972778
5218,10.67873896,-38.46342455,6.111080141067505
5219,96.08574424,-12.96193962,6.111100177764893
5220,250.97532477,-41.1133492,6.11130003452301
5221,46.41736284,56.06896986,6.111560230255127
5222,252.97450829,-65.37545771,6.111610231399536
5223,194.28248003,46.17678903,6.11162983417511
5224,339.03292316,35.5775101,6.11169008731842
5225,37.14762776,-31.10244395,6.112000117301941
5226,99.41996775,-12.9851225,6.1122201776504514
5227,230.9321294,-1.02238763,6.1123401117324825
5228,203.20089323,24.34674672,6.112580151557922
5229,347.09932644,-79.48068771,6.112779855728149
5230,213.41593421,-54.62562729,6.112780022621155
5231,64.66678272,-52.86009566,6.112829918861389
5232,256.20738289,48.80395288,6.11298017501831
5233,288.19225129,-50.48642162,6.113290228843689
5234,258.1044226,-27.76212631,6.113399796485901
5235,307.10377545,-3.35779322,6.11350022315979
5236,183.79399629,-10.31240708,6.113800063133239
5237,318.33991787,81.23097014,6.113920073509217
5238,299.81393971,52.05569148,6.114100127220154
5239,79.81121428,20.13459072,6.114180126190186
5240,170.59630146,-44.6459216,6.114799900054932
5241,198.3016911,18.72700688,6.114849963188171
5242,333.45711054,63.1623357,6.114909944534301
5243,344.89863222,-13.070895,6.114959716796875
5244,268.33158658,-34.730803,6.115500078201294
5245,133.12817422,-13.23294107,6.115599904060364
5246,2.13957936,-17.5781574,6.115630073547363
5247,168.23633124,-49.73608426,6.115659804344177
5248,125.28183079,-64.10600045,6.115699877738953
5249,350.97717894,-53.80874521,6.115799775123596
5250,73.72098049,-58.54765307,6.116050071716309
5251,210.32941562,-40.22194533,6.11608992099762
5252,125.69519778,-13.05478798,6.116150197982788
5253,287.45061517,-19.80366453,6.116249771118164
5254,8.34732926,-71.26624565,6.116339778900146
5255,23.7115977,-31.892315,6.116730208396912
5256,47.6135459,-48.73415808,6.116830158233642
5257,297.79623791,-2.46098469,6.117090091705323
5258,75.82765708,41.44164091,6.117090239524841
5259,304.08244703,21.59870433,6.1171201753616335
5260,47.84132927,13.04784659,6.117470278739929
5261,37.39732469,9.56562497,6.117750172615051
5262,119.30315792,-63.29683307,6.1178097772598266
5263,61.17042441,-20.38186213,6.1179702091217045
5264,342.19956824,54.41488986,6.118190140724182
5265,218.29022153,-30.71507117,6.11837025642395
5266,68.75296509,-19.92138331,6.118449959754944
5267,350.9392679,-43.12442839,6.118500022888184
5268,172.07672888,-72.47402422,6.1187501144409175
5269,298.06839186,36.43228525,6.1187501764297485
5270,233.8884553,17.65555632,6.119660201072693
5271,12.5761079,45.00225394,6.11968008518219
5272,174.47084497,50.61821955,6.119790244102478
5273,143.25821549,-8.50536781,6.11993022441864
5274,16.53209914,-23.99245695,6.120219864845276
5275,266.14205276,2.57944829,6.1209002161026005
5276,145.67808133,35.09337523,6.120990142822266
5277,52.55657801,-41.36993699,6.121390166282654
5278,300.11036112,-43.04330641,6.121519775390625
5279,150.92077754,-9.57379425,6.121519775390625
5280,2.33424839,79.71464075,6.121760120391846
5281,307.76794427,-15.05616425,6.121980233192444
5282,303.42839487,43.3790104,6.122009859085083
5283,79.86607468,58.11736519,6.1223299741745
5284,159.70963915,-42.75344203,6.122850160598755
5285,72.93076112,9.97507804,6.123049755096435
5286,36.78015751,27.01239569,6.123159990310669
5287,162.35178562,-59.32376873,6.123180174827576
5288,282.06697879,48.76755686,6.123210058212281
5289,129.84201603,-36.60670825,6.123310108184814
5290,239.13905629,-14.82943699,6.123409914970398
5291,67.33368743,-46.51526952,6.123599967956543
5292,205.93818751,22.70042469,6.123780074119568
5293,153.81932829,-54.97420919,6.1238397693634035
5294,165.81058554,-0.75234604,6.1238901853561405
5295,169.24240996,-7.13468448,6.124039912223816
5296,96.64351425,-4.59740119,6.124130139350891
5297,94.5233744,14.38286126,6.1243898296356205
5298,326.03572417,28.74264837,6.12445990562439
5299,32.60826756,-50.82368251,6.124490141868591
5300,237.5679728,-45.40171137,6.12454996585846
5301,297.36459766,38.71014984,6.124579925537109
5302,163.3540155,-2.25520997,6.124689788818359
5303,141.68705778,-28.7876917,6.124899740219116
5304,272.73062,-33.80007693,6.125030159950256
5305,95.51485558,59.37207142,6.125049920082092
5306,267.19947485,19.25502116,6.125299763679505
5307,242.19429575,17.20563526,6.125360016822815
5308,356.8876859,46.83255765,6.125410003662109
5309,74.43618687,-14.23192709,6.125430040359497
5310,223.9941359,32.3000632,6.125560183525085
5311,308.54873812,-13.72109188,6.126159954071045
5312,131.33926371,30.69775347,6.126520047187805
5313,88.5556249,10.58640367,6.126539783477783
5314,346.79189423,52.81660319,6.126949810981751
5315,125.11395563,-22.92468216,6.12701997756958
5316,172.96055762,81.12725736,6.127259855270386
5317,138.05154094,-76.66303052,6.127359957695007
5318,246.79190696,-47.54908654,6.127600069046021
5319,298.66749895,7.14035443,6.127679982185364
5320,276.38179316,-63.0215363,6.127829809188842
5321,318.94494454,-36.2107142,6.127900247573852
5322,91.53556617,35.38774242,6.128129858970642
5323,4.1418403,8.24014849,6.128230051994324
5324,336.4631712,-75.01569264,6.128319759368896
5325,263.92654081,37.30159336,6.128319878578186
5326,321.61688334,1.10335533,6.1286199426651
5327,348.52744837,-62.70000404,6.128890209197998
5328,103.34101228,-18.93284155,6.128989896774292
5329,46.95391527,-69.26492358,6.129070129394531
5330,88.07189717,58.96408812,6.12923990726471
5331,177.5816788,-15.86366387,6.129350275993347
5332,295.9067417,-37.53876455,6.129360203742981
5333,54.99820391,-1.12122703,6.129399843215943
5334,143.17247554,1.86415231,6.129780130386353
5335,294.10865172,-18.85292273,6.129900140762329
5336,138.05366579,3.86697782,6.12991012096405
5337,322.21974168,55.41869998,6.130009860992431
5338,133.48200975,35.53828953,6.130150151252747
5339,137.66166579,30.96313911,6.130169730186463
5340,19.27109849,44.90199283,6.130280046463013
5341,142.912418,-10.55199898,6.13044014453888
5342,99.58523014,-2.54389929,6.13078004360199
5343,240.27694704,-54.57789697,6.130790247917175
5344,340.58669666,53.90874743,6.130890007019043
5345,274.27840748,40.93673577,6.1311998414993285
5346,142.98212384,-10.37034106,6.1312699842453
5347,280.65049095,-7.07365135,6.1313499212265015
5348,13.9814039,-27.77583993,6.132100224494934
5349,142.35184188,-2.20517299,6.132219796180725
5350,156.54096734,-42.73849022,6.132299861907959
5351,246.34218327,-63.12521825,6.132310166358947
5352,48.03981596,42.37590329,6.132350239753723
5353,306.15624541,1.0684108,6.132600183486939
5354,97.64535719,-13.14816815,6.1333099508285525
5355,332.97909661,-76.11601973,6.133339819908142
5356,264.74106061,13.3292595,6.133370213508606
5357,236.97136844,-65.44241038,6.133400230407715
5358,350.73655759,-60.05584203,6.133449859619141
5359,131.25533321,5.68058597,6.133459963798523
5360,81.4459122,0.52024066,6.133470110893249
5361,97.78984205,11.25138144,6.133620147705078
5362,220.09113612,21.97587097,6.133769783973694
5363,222.22539305,-0.84765276,6.133790054321289
5364,292.4692166,-55.44175644,6.133850083351136
5365,97.79432518,-61.87954698,6.134209971427918
5366,55.94672255,19.66502949,6.134249753952027
5367,258.5558672,-56.8885231,6.134420189857483
5368,238.62544787,-27.33863994,6.134479742050171
5369,358.09745521,21.67110085,6.134660077095032
5370,200.97470592,37.03392488,6.134689817428589
5371,50.10656368,25.66274486,6.134890117645264
5372,3.43490278,-26.28496698,6.134899964332581
5373,236.17555101,17.26422754,6.135100178718567
5374,90.33444965,85.18211329,6.135190210342407
5375,348.66738474,-10.68871673,6.135559787750244
5376,100.30904138,-40.34985114,6.135849809646606
5377,301.11998588,48.22967201,6.13594985961914
5378,89.94978667,54.54700416,6.136109938621521
5379,61.66183692,65.5207968,6.1364398765563966
5380,353.48121553,20.84093462,6.136440081596374
5381,166.00096673,-57.95533308,6.136829867362976
5382,37.660075,19.85530291,6.137149744033813
5383,316.5978319,26.92436004,6.137179889678955
5384,234.70354879,34.67503986,6.137179889678955
5385,212.81300504,32.29588681,6.137269816398621
5386,134.154325,4.23657939,6.1374101734161375
5387,178.97821876,-39.68951625,6.13743004322052
5388,344.41974474,39.30877555,6.137580161094665
5389,275.36834438,5.4357174,6.137679901123047
5390,152.89774765,-58.82776282,6.137770199775696
5391,44.77705922,-28.90721219,6.137920227050781
5392,299.61973873,63.53413829,6.137950234413147
5393,164.31576309,-75.09976229,6.138190159797668
5394,156.75201996,19.3645367,6.138430070877075
5395,284.10668011,2.47118879,6.139199738502502
5396,18.1420075,45.33753307,6.1393398714065555
5397,22.71716433,66.09808963,6.13934983253479
5398,177.255339,-0.31867376,6.139690055847168
5399,184.44693951,-36.09397957,6.139739756584167
5400,45.21200203,-2.87861712,6.1399000549316405
5401,214.12568811,-3.19630306,6.139909873008728
5402,92.75505703,-6.7542146,6.140120120048523
5403,7.46623747,-14.86411202,6.140190052986145
5404,336.86041589,39.81003011,6.140210013389588
5405,51.00963867,-69.62460407,6.140369873046875
5406,180.3716324,-57.50377758,6.140539870262146
5407,66.737261,-24.08137428,6.140600223541259
5408,102.26523735,1.00206398,6.140669937133789
5409,80.82707395,-8.41552389,6.140720067024231
5410,79.57874602,33.76735934,6.140870103836059
5411,226.61309379,-22.03183252,6.140890226364136
5412,232.18497087,47.20151568,6.141010017395019
5413,304.82437833,-47.58028804,6.141349930763244
5414,1.15244276,42.0925367,6.141420164108276
5415,261.26111477,-34.69605787,6.141669964790344
5416,181.41542694,62.93312634,6.141679840087891
5417,296.86178036,47.90756751,6.141869859695435
5418,78.79751116,59.40568191,6.142010073661805
5419,281.07602849,61.04814849,6.142040190696716
5420,271.15565975,1.91899287,6.142120184898377
5421,243.84983002,-42.89942581,6.142200183868408
5422,185.07397119,26.00187283,6.143029842376709
5423,89.75450042,-9.38222563,6.143399772644043
5424,301.27815488,51.83939459,6.143470001220703
5425,139.46523243,-67.05086755,6.143629875183105
5426,209.36551921,-23.0226332,6.143720011711121
5427,59.0166354,-63.46374835,6.1439002323150635
5428,284.60346298,-22.52949523,6.1439998865127565
5429,44.69709288,-9.77650123,6.144229793548584
5430,328.8358206,61.54180924,6.1444401454925535
5431,249.71960245,-60.99040509,6.144470100402832
5432,301.92266556,34.42290959,6.144660143852234
5433,222.27809794,37.811182,6.1447302436828615
5434,63.21351958,22.41345462,6.14508020401001
5435,307.38058941,-22.39156696,6.145440030097961
5436,67.01515765,1.85859435,6.1455397605896
5437,22.91252452,-45.57571284,6.145799884796142
5438,140.18234152,51.26606376,6.145859861373902
5439,243.94717113,27.42207855,6.145999970436097
5440,337.82674511,-2.91127336,6.146080074310302
5441,267.70159978,22.3163317,6.146140174865723
5442,334.15609495,-25.89816236,6.146209764480591
5443,125.62568102,-6.1791538,6.146220254898071
5444,27.58409081,-47.81639291,6.14650990486145
5445,273.31903903,21.88034209,6.146790270805359
5446,142.69205968,-31.88921618,6.147030096054078
