HR_clean,RA_deg,DEC_deg,Vmag
385,249.09363443,-35.2553257,4.1757202196121215
386,184.39282557,-67.96073518,4.1765697574615475
387,213.22393914,-10.2737004,4.180999774932861
388,241.64809564,-36.80228417,4.1893699169158936
389,119.21474706,-22.88012318,4.192819862365723
390,248.52575146,42.43702714,4.194439821243286
391,281.41552299,20.54630642,4.198810014724732
392,66.34236228,22.29387398,4.2001501560211185
393,341.67325688,12.17288835,4.20347993850708
394,283.83375594,43.94609071,4.207130007743835
395,156.97085298,36.70722132,4.209499883651733
396,343.98709154,-32.53962916,4.215280075073242
397,275.18923586,71.33780684,4.217200031280518
398,118.32565801,-48.10294218,4.218030095100403
399,247.84555582,-34.70436902,4.218290162086487
400,42.64608807,38.31865113,4.218619742393494
401,251.49270461,82.03725358,4.219929776191711
402,36.74633395,-47.70384099,4.220780200958252
403,184.58676993,-79.31223842,4.221060137748719
404,242.19240346,44.9349181,4.221490068435669
405,311.41564175,30.71971549,4.224020099639892
406,281.79363848,-4.74786905,4.225219883918762
407,56.71203254,-23.24972535,4.225949778556823
408,41.03062246,-13.85870626,4.2279700708389285
409,77.28659901,-8.75408248,4.229809975624084
410,5.01775866,-64.87479253,4.23073974609375
411,265.35363573,-12.87530581,4.231089730262756
412,304.41195507,-12.50821473,4.232109990119934
413,17.18696647,86.25709194,4.232869820594788
414,250.76940005,-77.51743677,4.23422022819519
415,206.42185669,-33.04372296,4.235999827384949
416,348.58064419,-6.04900112,4.238870148658752
417,319.3539699,39.39468006,4.239450163841248
418,210.41163573,1.54453325,4.239920001029969
419,197.96830985,27.87818125,4.246219882965088
420,125.70879565,43.18813268,4.246249961853027
421,348.97289906,-9.08773573,4.24626992225647
422,196.72766418,-49.90624735,4.246450200080871
423,216.88142333,75.69599492,4.247280006408691
424,69.17262533,41.26481622,4.249350094795227
425,311.66458324,16.12429081,4.249979948997497
426,70.56125872,22.95694022,4.250609817504883
427,188.43560242,41.35747839,4.250860023498535
428,115.82802764,28.88351125,4.2514599370956425
429,134.62174055,11.85768694,4.253690133094787
430,193.35915723,-40.17886835,4.255120034217835
431,64.00661109,-51.48664753,4.2554798412323
432,68.91360147,10.16079261,4.2556198215484615
433,66.37244991,17.92790534,4.256960105895996
434,79.89385415,-13.17678544,4.263569822311402
435,15.73586996,7.89013507,4.263649821281433
436,69.539426,12.51083729,4.263679928779602
437,61.6459775,50.35123808,4.263990025520325
438,37.03975201,8.46007064,4.264420166015625
439,49.98187897,-43.06978094,4.264539952278137
440,156.78792132,-31.06777987,4.2662297630310055
441,130.80614591,3.39866074,4.266990141868591
442,331.60928776,-13.86968033,4.2677501821517945
443,26.34846273,9.15774949,4.26819001197815
444,144.27204346,81.32638272,4.270249819755554
445,207.36133376,-34.45077493,4.27136990070343
446,264.13683545,-38.635355,4.27333999633789
447,159.82663889,-55.60326723,4.2735201930999756
448,169.54548201,31.52919433,4.2736301469802855
449,63.88357331,8.89235728,4.273930211067199
450,354.53417535,43.26807471,4.274729762077332
451,303.34944491,56.56772172,4.2751201820373534
452,41.23559196,10.11414303,4.275299792289734
453,66.57693588,22.81357951,4.276359972953796
454,337.87637951,-32.34607797,4.277120246887207
455,261.83864112,-29.86703242,4.278119897842407
456,290.80473648,-44.79978637,4.278959875106811
457,332.49684589,33.17822027,4.279639792442322
458,351.99206551,6.37898978,4.281230072975159
459,247.7848649,-16.61273106,4.282239770889282
460,56.30206106,24.46726881,4.282259821891785
461,320.56164914,-16.83454194,4.28492983341217
462,7.88611748,-62.95822506,4.285600061416626
463,14.65150219,-29.35744807,4.288760170936585
464,17.37554333,47.24177979,4.289939918518066
465,54.21826305,0.40166177,4.297200174331665
466,283.62618203,36.89861113,4.298580241203308
467,54.12240631,48.19262969,4.300580101013184
468,188.01761108,-16.19600226,4.302899789810181
469,222.90958987,-43.57535769,4.303670043945313
470,231.12261791,37.3771697,4.304030137062073
471,130.15427627,-59.76100058,4.304689798355103
472,142.93011451,22.96797209,4.3086799001693725
473,131.59391378,-13.54773459,4.310199952125549
474,174.23721238,-0.82374681,4.310950036048889
475,309.58451773,-1.10511663,4.312069907188415
476,216.73013364,-83.66788522,4.312870054244995
477,241.85136395,-20.86876363,4.318319792747498
478,241.09222735,-11.37310381,4.319709920883179
479,281.19314347,37.60511039,4.321479992866516
480,274.96545761,36.0645453,4.322070112228394
481,180.75625643,-63.31293112,4.32307005405426
482,260.20691879,-12.84688063,4.3248599958419796
483,326.23670919,-33.02578052,4.327049961090088
484,112.04081045,8.92553211,4.3271800231933595
485,93.84453493,29.49807515,4.327890024185181
486,193.27877435,-48.94331067,4.3281199073791505
487,211.51153013,-41.17963189,4.329989867210388
488,9.22018753,33.71934456,4.331149744987488
489,86.19323818,-65.73552235,4.3320301818847655
490,326.12789848,17.35001622,4.333040008544922
491,261.62866868,4.14035686,4.334269776344299
492,132.10820769,5.83781082,4.334429774284363
493,272.1450547,-63.66853771,4.335060224533081
494,272.18954515,20.81455574,4.336009736061096
495,263.05411524,86.58646256,4.336400156021118
496,89.38420824,-35.28328064,4.336740202903748
497,89.98374012,45.93673496,4.33887975692749
498,215.08142783,-56.38649515,4.339530148506165
499,299.93407933,-35.27630705,4.3401197862625125
500,144.20641263,-49.35503644,4.340539779663086
501,72.6530041,8.90017727,4.34065993309021
