hr_id,obs_id,error_px
3485,2,5.684341886080802e-14
3803,1,0.0
3696,6,30.493316758924223
3753,9,20.515325620585187
3784,0,19.07633980198863
3840,8,3.9886801578483566
3440,3,12.541481071352736
3386,7,17.48931323852375
