hr_id,obs_id,error_px
2326,7,0.0
3485,9,27.769260951093123
3734,8,1.1368683772161603e-13
2554,3,0.6699387671584188
2683,2,22.412127284787147
3346,6,21.591828032549024
2337,5,15.690976136248718
3471,4,9.228197366786311
3632,1,18.94732242102509
3647,0,3.4486681102193253
